id,modelId,description,category,topLevelSynsetId,subSynsetId
85903,1f036102a311fdc174813b7165294e91,a rectangular white table with a dark brown circular object or print on it and has two pipes attached to table parallel to each other,Table,04379243,20000037
85902,9d9992f7da4c888c7d3c9de9415fb224,a maroon chair shaped like a ball cut in 4 pieces and one is attached to a pole and 4 support.,Chair,03001627,04373704
85901,6b64af50e21c0006f91663a74ccd2338,a black office chair with back and arm rest with 5 wheels attached to it'.,Chair,03001627,04373704
85900,670b6b7d3fe6e4a77c5a5393686fdcfc,black chair made out of single piece material with a back rest but no arm rest.,Chair,03001627,03001627
85899,2191f89e65241e7be04d00482f14a156,THE COLOR IS LOOKS LIKE WOODEN BROWN COLOR AND THE SHAPE IS LOOKS LIKE CUBE AND MATERIAL IS LOOKS LIKE WOODEN AND THE PHYSICAL APPEARANCE IS LOOKS LIKE SHORT SIZE CHAIR,Chair,03001627,04331277
85898,a91b2c89e543a4b3aa3d970c5602cd4a,A blue metal arch framed shaped chair with metal arch decorations in the back and the leg support.  It has four legs and a brown seat with a circular design in the center.,Chair,03001627,03001627
85897,8fd6ca8f2d0ce46b846c0e4d54382ad6,THE COLOR IS LOOKS LIKE LIGHT BROWN AND THE SHAPE IS LOOKS LIKE  OBLIQUE TRIANGULAR PRISM AND MATERIAL IS LOOKS LIKE IRON BORDERS AND MIDDLE IS COUCH IS ADDED AND PHYSICAL APPEARANCE IS LOOKS LIKE SORT AND BENDABLE CHAIR,Chair,03001627,03001627
85896,d16b62da42fa61f0cbce248a4e686c70,"A beige chair with a brown stripe on the right side, the chair back is curved with an opening at the lower bottom and has four legs, the front two legs have decorative molding.",Chair,03001627,04331277
85895,8e21f7a88cecf4ab5ef2246d39b30aec,"Round chair with one base for a leg to hold it up. No cushioning, just a cut out seat.",Chair,03001627,20000027
85894,372d52845e1c620fef3b6dbf349349be,"A long wooden dresser with a shallow arched back, a long drawer in the center, two drawers on both ends with an open section in the middle for seat placement.",Table,04379243,03179701
85893,98b0b99d86a2342b2b23d7805f9b288c,Wooden rectangular table with a glass inner top. The legs are straight and the wood is light in color.,Table,04379243,04379243
85892,98547d9147a58195f51f77a6d7299806,THE COLOR IS LOOKS LIKE WHITE AND THE SHAPE IS LOOKS LIKE PENTAGONB AND THE MATERIAL LOOKS LIKE CUSION WITH WOOD AND PHY6SICAL APPEARANCE LOOKS LIKE SHORT SIZE CHAIR,Chair,03001627,04331277
85891,400a5dbd31db947b35836c728d324152,"These are horizontal and vertical rectangles of wood attached to each other at right angles, and covered  with multicolored upholstery.  The horizontal piece is connected to four wooden legs.",Chair,03001627,04331277
85890,f9597fd50738ba45ba5342d638d0c267,"Tall, longer table with wooden legs and a tan top, possible cusioned.",Table,04379243,03092883
85889,2ba4638aa672a0c419fb4103277a6b93,"Oval , wooden table with two legs. The legs are in half oval shapes.",Table,04379243,20000040
85888,30d93191cb91f8ece6c5cd45aa112726,A wooden framed chair with two curved legs. Tan padded back and seat.,Chair,03001627,04331277
85887,d956062bec339ab6c67bebb34dbddc1a,"Brown, long rectangular table. Taller and thinner with straight legs and drawers.",Table,04379243,03092883
85886,b78fb2778adeba267c26dd76207404f5,"A small narrow dark brown chair with an high arched framed three piece back and legs, two front legs and a padded green and brown seat.",Chair,03001627,04331277
85885,4f9bfdae2b76536b3212177d8262e8ae,"A round, wooden table with pretty woodwork on the sides. A marble top with a shiny finish.",Table,04379243,04379243
85884,58611e7338c17f2bde909714df3390c0,"A square, wooden table with rounded legs and curved feet.",Table,04379243,04379243
85883,ff167d9f25fb6ede2419ec0765e66c90,This is a brown horizontal rectangular piece of wood attached to four vertical pieces of wood ending in four feet.  The horizontal piece is attached to six pieces of wood which are attached at their ends to a curved piece of wood.,Chair,03001627,04331277
85882,f5af26e3cc266932ea88b65c86e82a10,"A large brown wooden corner desk with a large black section for computer placement, two t shaped legs and a support on one side and on the other a large section with shelves and cabinets.",Table,04379243,03179701
85881,657aad273d665f5dd9823f45c4411583,THE COLOR IS LOOKS LIKE SANDAL AND THE SHAPE IS LOOKS LIKE RECTANGULAR THE MATERIAL LOOKS LIKE  WOODEN AND THE PHYSICAL APPEARANCE IS LOOKS LIKE MEDIUM SIZE TABLE,Table,04379243,03179701
85880,fece36426ea77b92a7bfc1660a1e18f0,"A brown, wooden dresser. Has a unique shape to it.",Table,04379243,04379243
85879,672cf4b2e0deff1e693e54627de491a9,A brown table with a glass top. Square shaped and has a modern appearance.,Table,04379243,04398951
85878,7956ac7aba6295d1c2fd07f66cbad0f7,"Triangular, brown table. Made out of a laminate wood.",Table,04379243,03063968
85877,21a807616afa7c6030bbd4cddd04c77b,"A C shaped desk, looks to be made out of a wood. Physical appearance is in the shape of a c",Table,04379243,03179701
85876,896303208667c3e9713decb1a0563b12,A narrow silver chair with a four legs and a very high back with an arch shape at the top.,Chair,03001627,03001627
85875,6f53e944fcac6e49795407f097f1ca4,"Brown Oak, rectangular table. Tall and thin wooden appearance.",Table,04379243,04379243
85874,8709ac2f3822955de650492e45fb14f,"This is a rectangular piece of horizontal glass supported by a metal framework that is meant to rest on the floor.  The framework ends on two pieces of rectangular metal tubing, each section at the narrow ends of the glass.",Table,04379243,03063968
85873,785c03a00ad37ffb8b424343280aeccb,THE COLOR IS LOOKS LIKE ASH BROWN AND THE SHAPE IS LOOKS LIKE RECTANGULKAR SHAPE AND MATERIAL LOOKS LIKE PLYWOOD AND THE PHYSICAl appearance is looks like SHORT SIZE TABLE,Table,04379243,04379243
85872,94fa2ca1212536d84a8050bb0dd3c541,"Brown, square table. Wooden and very sharp.",Table,04379243,20000037
85871,a18c4bd95d90f37091829b477862aff6,"A silver rectangular table with a small back splash along the back, four aluminum legs and a small storage shelf near the bottom.",Table,04379243,20000040
85870,b5a741e11438fb83d155b73c25b81001,Black chair with a rounded back. The back and arms look to be made out of wood and the chair has a green cushion and two pillows.,Chair,03001627,03001627
85869,ea98f80f4a663d7bdadcd309a90928c9,"This is a grey, square table. It looks to be made of metal and is very boxy in appearance.",Table,04379243,04379243
85868,d350f40e5f04360565ba78ad9601cf1b,THE COLOR IS LOOKS LIKE BROWN AND SHAPE IS LOOKS LIKE HEXAGON AND MATERIAL LOOKS LIKE WOOD AND PHYSICAL APPEARANCE IS LOOKS LIKE NORMAL SIZE CHAIR,Chair,03001627,04331277
85867,e015df603fbf0852f58087d377226538,A grey cloth chair with a padded back cushion and a brown striped support pillow. The chair also has arm rests and two small u shaped legs underneath.,Chair,03001627,02738535
85866,3c4c8e7ebdb95c2089a886870891682e,THE COLOR IS LOOKS LIKE DARK BROWN IN  BOTTOM AND IN TOP IS GLASS AND THE SHAPE IS LOOKS LIKE RIGHT PENTAGONAL PRISM AND PHYSICAL APPEARANCE IS LOOKS LIKE TALL TABLE,Table,04379243,04379243
85865,1ef99f4e735ceabad97996b11dc03f35,These are horizontal and vertical pieces of wood and fabric cushioning  at right angles to each other.  The horizontal piece rests on four wooden legs.,Chair,03001627,03001627
85864,a3a4cda9949c347ddb039d8689a74349,This is a brown square piece of wood resting horizontally on four brown vertical pieces  of wood that are meant to rest on the ground or floor.,Table,04379243,20000040
85863,2ac88058053d5c2671a782a4379556c7,THE COLOR IS LOOKS LIKE PURPLE AND THE SHAPE IS LOOKS LIKE CUBE AND MATERIAL LOOKS LIKE CUSHION AND PHYSICAL APPEARANCE IS LOOKS LIKE SHORT CHAIR,Chair,03001627,02738535
85862,a52ca2940a24a916ebadcdfba7971b71,THE COLOR IS LOOKS LIKE DARK MERRON  AND SHAPE IS LOOKS LIKE SQUARE AND MATERIAL LOOKS LIKE PURE WOOD WITH VARNISH AND PHYSICAL APPEARANCE IS LOOKS LIKE SHORT SIZE TABLE,Table,04379243,04379243
85861,fa1317f3a80bd8b1278d386bfa54545,THE COLOR IS LOOKS LIKE WHITE AND SHAPE IS LOOKS LIKE T SHAPE (TRIANGULAR) AND THE MATERIAL LOOKS LIKE A WOOD AND P0HYSICAL APPEARANCE IS LOOKS LIKE SHORT TABLE,Table,04379243,04379243
85860,13c680c1fd4d1ab4bdaed8eb424ecfdb,THE COLOR IS LOOKS LIKE LIGHT BROWN AND SHA[PE EIS LOOKS LIKE  RECTANGULAR AND THE MATERIAL LOOKS LIKE WOODEN MIXED FLYWOOD AND PHYSICAL APPEARANCE TALL TABLE,Table,04379243,03179701
85859,74246960cafebda4ded4c23d05709216,COLOR IS LOOKS LIKE WHITE AND SHAPE IS LOOKS LIKE BOTTOM IS TRIANGULART AND THE UPPER IS CIRCULAR AND PHYSICAL APPEARANCE IS LOOKS LIKE MEDIUM SIZE TABLE,Table,04379243,04379243
85858,98bab29db492767bc3bd24f986301745,"THE COLOR IS LOOKS LIKE WHITE ,SHAPE IS LOOKS LIKE CIRCUALR AND THE MATERIAL LOOKS LIKE WOOD AND PHYSICAL APPEARANCE LOOKS LIKE SHORT SIZE CIRCULAR TABLE",Table,04379243,20000039
85857,c547a17e35360322fd6501c4dd41b22d,THE COLOR IS LOOKS LIKE LIGH1T BROWN AND SHAPE LOOKS LIKE H=RECTANGULAR TABLE AND MATERIAL LOOKS LIKE WOOD AND PHYSICVAL APPEARANCE IS LOOKS LIKE SHORT SIZE TABLES,Table,04379243,04379243
85856,fa871f2f88b933cd7a63d8989415726b,COLOR IS LOOKS LIKJE BROWN AND SHAPE IS LOOKS SQUARE TYPE AND THE MATERIAL; LOOKS LIKE  WOODEN AND PHYSICAL APPEARANCE LOOKS LIKE SHORT SIZE TABLE,Table,04379243,03063968
85855,ecf9321f6fd98688f88f925b568f2dfa,1THE COLOR LOOKS LIKE BLACK AND SILVER COLOR UNDER AND SHAPE IS LOOK LIKE CIRCULAR AND MATERIAL LOOKS LIKE IRONB TABLE AND PHYSICALW APPEARANCE LOOKS LIKE ITS TALL TABLE WHICH1 HELPS TO EAT,Table,04379243,04379243
85854,3d6e337c521f73f3fe222bdfe4498489,THE COLOR IS HAVING TWO IN THE TABLE ONE IS BROWN AND INSIDE BLACK AND SHAPE LOOKS LIKE RECTANGULAR SHAPE AND MATERIAL LOOKS LIKE WOODEN TABLE AND INSIDE MAT AND PHYSICAL APPEARANCE LOOKS LIKE MEDIUM SIZE TABLE WHICH HELP TO PLAY TABLE TENNIS,Table,04379243,04379243
85853,61fb89fca404e37f598bcf8ac674b63d,THE COLOR IS WHITE AND THE SHAPE IS LOOKS LIKE HEXCAGON AND MATERIAL LOOKS LIKE OUTSIDE WILL BE SPONGE INSIDE IT IS WOOD AND PHYSICAL APPEARANCE LOOKS LIKE SHORT SIZE CHAIR,Chair,03001627,04331277
85852,219c603c479be977d5e0096fb2d3266a,A modern black plastic chair with metal legs.,Chair,03001627,03001627
85851,fad834ac9ebf8d5595b7b91db37ae400,A square wooden table with a single drawer and two open shelves.,Table,04379243,04379243
85850,e3cc0b06be2c972cab610b0c94236463,COLOR IS LOOKS LIKE LIGHT SANDAL AND SHAPE IS LOOKS LIKE OVAL SHAPE AND MATERIAL IS IN TOP FLYWOOD AND IN BOTTOM WILL BE IRON AND PHYSICAL APPEARANCE IS LOOK LIKE TALL WHICH HELPS FOR IRONING THE SHIRTS,Table,04379243,03179701
85849,575fd4acf0112feae2b24d5cb1e4e616,"a white plastic cube like coffee table,shaped like a box",Table,04379243,03063968
85848,47164255adb1efd5fc54b7f07479f415,A large wooden desk with a single right-hand drawer.,Table,04379243,03179701
85847,d50b0c6c006936f8de03ab2a27ba7531,A modern white plastic chair with open wire frame legs.,Chair,03001627,04331277
85846,3222d3e3c90f4a3238b3634f169dcc74,a low wooden coffee table with a full shelve underneath,Table,04379243,04398951
85845,c05f807d12761472dfe9cab879fd37e8,COLOR IS LOOK LIKE DARK BROWN AND SHAPE IS RECTANGULAR SHAPE AND MATERIAL IS LOOKS LIKE WOOD AND PHYSICAL APPEARANCE IS SHORT SIZE TABLE,Table,04379243,03246933
85844,69314c01e2b6ef2a95a4f7ae0be930ac,"An upholstered chair with a neutral checkered pattern.  It has wooden legs, solid sides and back.",Chair,03001627,02738535
85843,eab716562b582538f2599a47b2a7e92a,a burnt orange chair with black legs like a patio chair,Chair,03001627,02738535
85842,476e60bceae151e768f8796d69d0c486,"a  round dining table, wood grain, four spindle type legs",Table,04379243,04379243
85841,bff224175aed2816597976c675750537,COLOR IS BLACK AND SHAPE IS LOOKS LIKE HEXAGON SHAPE AND MATERIAL IS LOOKS LIKE FLEXIBLE PLASTIC AND PHYSICAL APPEARANCXE IS SHORT BUT ITS ADJUSTABLE FOR EVERYONE,Chair,03001627,02738535
85840,70aaed71e394259c87a0ca36e3a00f4e,a modern black chair without arms on a circular base,Chair,03001627,03001627
85839,a0445e4888d56666b9d7c2fc41e80228,A white work table with decorative metal legs.,Table,04379243,03179701
85838,8af802214afcb014bd15bdbf03199e85,"a metal chair with slats on the back, bronze with an upholstered seat",Chair,03001627,03001627
85837,e9fd9958920adc279943cffe175cad01,Heavy wooden desk with solid sides and a rectangular grommet on the right side of the desktop.,Table,04379243,03179701
85836,7d040b260fae0807a2d3cfe77a14b5f4,"a  rectangular wood grain coffee table, approximately four feet long",Table,04379243,04379243
85835,934f8fd5d11af1e6e75232ab5942fa9,THERE ARE TWO COLORS HAVING GREEN AND SANDAL AND SHAPE IS LOOKS LIKE A RECTANGULAR SHAPE AND MATERIAL IS OUTSIDE WOOD AND INSIDE LIKE COTTON OR WOOLEN MAT AND PHYSICAL APPEARANCE IS LOOKS LIKE SHORT SIZE,Table,04379243,03982430
85834,33fa27b08aee4432e8f8c11a24c52ebb,A red upholstered chair with grey metal arms and frame.,Chair,03001627,02738535
85833,cebe4dbc363265ce46746f657ed598,a brown upholstered chair with gold legs and arms.,Chair,03001627,02738535
85832,a48942e0190d14a5a8930422448288ea,A black rectangular bench with two cylindrical supporting bases.,Table,04379243,03179701
85831,a3f3c3f288a750de83d38badc3559dbd,It is glass tea table with wooden borders on the side of the glass.The legs are like big square like structures.The borders are yellow in colour and legs are grey in colour.,Table,04379243,04379243
85830,5cb93ef515036277253e170a96a633c1,A mustard-colored desk with two countertops at different heights and an open frame base.,Table,04379243,04379243
85829,8483abf40b0b4a65d009c98a5b96836,It is green colour top table with black colour on side and on the legs.the legs are like cylindrical in shape with round curves on the bottom.,Table,04379243,04379243
85828,7543553927036b0352b7768d51b257d9,A round glass table with a cylindrical pedestal and single round foot.,Table,04379243,20000038
85827,2b0c16b26ebfb88f490ad276cd2af3a4,TABLE COLOR IS LIGHT BROWN .THE SHAPE IS LIKE A SQUARE AND MATERIAL LOOKS LIKE WOOD AND PHYSICAL APPEARANCE LOOKS LIKE  MEDIUM SIZE TABLE WITH DOORS,Table,04379243,04379243
85826,bfe852b57d198bd2e83f416cc5d1e30,A modern glass table with an asymmetrical base.,Table,04379243,04379243
85825,337050c0a5a7f965cc5cf3ad66086732,The chair's thickness is same from all sides..It is ash colour.The back rest is semi circle in shape.The sitting rest is rectangular shape.,Chair,03001627,03001627
85824,3a800ccb5e7de7811705bfd3afcd10e,A kitchen table with storage slab below .It is green in colour.The upper parts is divided in to three.The center part is deeply set and other two side parts are raised.,Table,04379243,20000040
85823,f979d2ead3517a67f20b781026d21763,A dining chair or bar chair .It is wooden chair with cushions on back rest and sitting rest.It is brown in colour.,Chair,03001627,04331277
85822,b9a7bbf1e0b08853bed1bd9593e318c,"THE CHAIR COLOR IS BROWN ,THE SHAPE IS LIKE A TRIANGLE,MATERIAL LOOKS LIKE IRON MATERIAL AND PHYSICAL APPEARANCE IS LIKE SHORT CHAIR",Chair,03001627,02738535
85821,6ed05dd2e39e06223b12a1486cdc4b7,A chair with long back rest.The thickness of the back rest is more than sitting rest.It is grey in colour.It has four legs.,Chair,03001627,03001627
85820,1950a6b5594160d39453d57bf9ae92b2,It is dining table with sitting benches on both side.The benches are attached to the table.The whole set is green in colour.,Table,04379243,04379243
85819,cc5ef32dc87e0f245dcc7ddfa72357b1,A simple white coloured lower table.There are four legs.On both side two legs are attached with an thin wooden stick.The legs are green in colour,Table,04379243,04379243
85818,d29445f24bbf1b1814c05b481f895c37,A egg like lounge chair.A dark red  colour cushions inside the chair and grey colour on the outer part.The leg is round in shape.,Chair,03001627,03001627
85817,8b0886f97f038a5fabbc3f24ddd185bc,IT IS CHAIR WHICH IS IN GRAY COLOR MADE FROM IRON MATERIAL AND LOOKS LIKE HEXAGON SHAPE AND PHYISCAL APPEARANCE IS LIKE TALL CHAIR.,Chair,03001627,04331277
85816,d29bc9defb4f021cd1e6c0ed5832129d,A bar chair with comfort cushions at back rest and sitting rest.It is dark red in colour.The legs are bend inside.The legs are grey in colour.,Chair,03001627,03001627
85815,6b4622c4e15b5cc9f91663a74ccd2338,A wheel chair with writing pad on one of the sides.The chair is of black colour.The sitting rest is round in shape.,Chair,03001627,04373704
85814,505dca88c2a9f7bba75d03186a0409e2,A simple table with plain top and four grey legs.The top part is white in colour.,Table,04379243,04379243
85813,ed59907918516bbb4c24aa998833ed98,A glass table with four wooden legs.It is grey in colour.The glass is very clear and see through type.,Table,04379243,04379243
85812,5b69a60d7b980b134671d97b0fd17f51,A three folding bench.The upper part is light blue in colour.It has totally 8 thin iron legs.,Table,04379243,04379243
85811,314f567d460a88c7ad02e4a3aca566f,A very dark brown sofa chair.The back rest is sloped backward.On the both side of the chair a boxes of orange colour design can be seen.The sitting rest is very spacious.,Chair,03001627,03001627
85810,c1d808c75cc5e7ab4da5bb83ec125010,"A very thick wooden table.With different colours,such as grey, brown and red.The legs are very thick.On one edge of the leg it is has slightly cutted.",Table,04379243,04379243
85809,c838d6a451994749310af74324aae27f,A three legs glass table.The top part is round glass in shape.The legs are attached inside each other.,Table,04379243,04379243
85808,f714747e5abc01cc14038d588fd1342f,A glass tea or coffee table.The center part is of glass and other parts are of wood.It is grey in colour.It has storage below to store any materials.,Table,04379243,03092883
85807,226704c72560008421ceb39dc3069834,A green colour dining chair with long back rest.The legs are designed in flower bulb like structures.,Chair,03001627,03001627
85806,4126746447b424197fcb8ee54b1a951,a rectangular orange wooden table with grey legs,Table,04379243,20000037
85805,cddbf3a55a623e423002761e7a3ba3bd,A semi-circular shape table with one iron rod as leg.It has some clips or screw so that other half of the table can be attached to it.It is grey in colour.,Table,04379243,04379243
85804,8840824c8e5cfafff2b7361116ad2337,"This is a light blue, rectangular, glass table with a single leg coming down from the center with a stretched, octagonal base.",Table,04379243,04379243
85803,ea3723766e96331ff91663a74ccd2338,a black metallic chair with revolving stand and wheels,Chair,03001627,03001627
85802,fb50672ad3f7b196cae684aee7caa8d9,A very simple wooden table .A cut is used at the end of one of the corners of the legs.It is brown in colour.,Table,04379243,03620967
85801,db75ed97a5c5234e8f7d9678498f2295,A very simple wooden rugged tea table.It is oval in shape from both side.The legs are very thin and attched to wooden stick in center for support.,Table,04379243,04379243
85800,bae92d56010d241157aaa9693588d48c,"This is a grey wooden table with a glass tabletop fastened by four stems and a shelf underneath.  The legs curve out and down and, thus, the profile of the table resembles a flattened capital ""A"" with glass on the top.",Table,04379243,03063968
85799,6187d4be01231460a341228b21d337a9,It is round table with rounded bottom.It is grey in colour.It can be used as tea table or dinning table.,Table,04379243,03063968
85798,4116d19d60fc24f037a346dba83c013b,a green rectangular wooden table with four legs and print,Table,04379243,04379243
85797,3d6e337c521f73f3fe222bdfe4498489,"This is a rectangular, wooden table, with two black squares on the tabletop and four legs.",Table,04379243,04379243
85796,4b887a7bdcfbc4ca7e04e68609264bc1,a heighten brown rectangular table with drawers and sleek legs,Table,04379243,04379243
85795,9c3d7b65c739a618285330f26226f8fb,A lounge chair.The back rest is lower and the sitting rest is longer.The cushion are very thick.It is grey in colour.,Chair,03001627,03001627
85794,d05c4f1b47e37e574b3c42e318f3affc,"This is a cubical, green, table with four beams coming down and meeting at three rails",Table,04379243,04379243
85793,d91457217673528ef91663a74ccd2338,A cushioned chair with arms.It has four legs with wheels.Even the arms are padded with thin cushions.,Chair,03001627,02738535
85792,1e15f238da6b4bc546b9f3b6ee20ff4b,a red wooden chair with straight back and black legs,Chair,03001627,04331277
85791,5e0ef66271f36ba862feaf6b02ccee1c,It is cupboard with two doors.Inside the cupboard two shelf is there .A very spacious cupboard.The whole cupboard is green in colour.,Table,04379243,03179701
85790,b3ca1f79cfb6b29cfc25405fbf8f85f4,A simple table with two Iron legs.It is used in small restaurant.The upper part is of yellow colour and legs are in grey colour.,Table,04379243,04379243
85789,efe2bb181502eac1f3c9c1464e55d580,a grey and brown color rectangular wooden table with side drawers,Table,04379243,03179701
85788,e367cc737c304024297936c81e7f6629,It is a tea table with wheels.The whole lower storage part of the table is closed with glass partition.The upper part is of orange colour and lower part is dark chocolate colour.,Table,04379243,03063968
85787,34157148280e9342d810b14a81e12eca,a square brown two floor wooden table with glass top,Table,04379243,03063968
85786,eb7c48d1729fc4ceb04cb542e2c50eb4,cushioned blue coloured single sofa with same coloured small table,Chair,03001627,02738535
85785,b9a88078b22a4485fdef1c01cbd4ae0c,A green colored chair where its back legs are an extension of the chairs back side and it gets connected to its front end.,Chair,03001627,03001627
85784,872e9d0bc078b4c8b9a1f0848a4940cc,a rectangular white color wooden table with four legs and middle support,Table,04379243,04603729
85783,5da5cc7b5a6a9d6f433334f7dfc6c30a,black coloured six legged slightly slop chair,Chair,03001627,04331277
85782,37f1637edfc6ca5ef51f77a6d7299806,Around table with its legs completely covered in the same design as its top.,Table,04379243,04379243
85781,fcc387cf43f5c63855931d119219022,A glass table with four steel legs. It has a layer of wooden connection between the glass and legs.,Table,04379243,03063968
85780,9e97c5ba09adfc481b17743c18fb63dc,foldable steel framed wooden finish top table,Table,04379243,03179701
85779,8db8568a21645abb2964e7c9f80f3597,A very simple brown colour wooden table.The four legs are cutted in in cone shape at the center and again it is rectangular shape at the end.,Table,04379243,04379243
85778,31fc10f348cdd2f77f754cef9da1323a,A grey chair with hand rests and a wooden detail on top of it. It has four wooden legs.,Chair,03001627,20000027
85777,9f035e68630d704b46fb9c38320df24e,black coloured four legged traditional type table,Table,04379243,20000041
85776,3515073c473f4ec94b3c42e318f3affc,It is old type of chair used in church.The whole chair is of wooden.It is grey in colour with four legs.,Chair,03001627,03001627
85775,b162f52f6a1ac00e519f3f3e6cd6d1a6,A blue chair with no arm rests. It has four steel legs.,Chair,03001627,04331277
85774,a1ca000d08da97ae43b5d2063387bd6e,The chair is made of wood and the legs are of iron.The chair is sloping downward.It is brown in colour.,Chair,03001627,04331277
85773,5276058cfc1e139326392a5b643ed5e3,long wooden finished specially designed table,Table,04379243,04379243
85772,1c259cf6c1206aadb6f6d1d58b7b1311,"This is an oval, dark red, side-table with a modern curve that curves down to a circular  base.",Table,04379243,04379243
85771,d2a1aaba7e047897492d9da2668ec34c,A silver colored chair with no arm rests. It has a total of five wheeled legs.,Chair,03001627,04373704
85770,32c2fe641cc95e2d3ed2a8b3ea354e3b,A  retro wood chair with three metal legs and a grey cushion.,Chair,03001627,20000027
85769,279c8601278e827dab610b0c94236463,slightly pinkish coloured top piece with grey coloured modern table,Table,04379243,03179701
85768,d89d8aff18d0f4fa6262f7bca314d953,a rectangular wooden table with stone print,Table,04379243,04379243
85767,1b78b8e14a21439afab04609f4609e83,A short rectangular wood coffee table with four legs.,Table,04379243,04379243
85766,be0174f29dba41c19dd07b7af48c9a5,An orange legged glass table with glass on top.,Table,04379243,03063968
85765,c4170208c9586eb63c2247b30d3fc073,This is a boxy white four-legged chair with a very thin white cushion.,Chair,03001627,04331277
85764,33eff70928eefb54738e43095496b061,A glass on top present on an orange bottomed table with a continuous single leg.,Table,04379243,04379243
85763,64a7fae36a56705e3ae0df12be078c7c,a oval shaped brown table with glass top and design legs,Table,04379243,03063968
85762,613888be9e80b92fda684e203423d5f5,This is a brown rectangular desk with one drawer on the left and a grey back.,Table,04379243,03179701
85761,c92e4772e218f5cbef9e56a2aea1eb90,A grey metal desk with a cabinet on the right side and a storage spot underneath.,Table,04379243,03179701
85760,b06f26c5403c3e922e653f6e789d3d8c,A grey and purpul colour chair.It is wooden chair.The back rest is deeply curved and even sitting rest is deeply curved inside.The chair is standing on one leg with four attach wooden sticks.,Chair,03001627,04373704
85759,bce971ee4e980b77e3f7a74e12a274ef,A beige rectangular table with two short beams beneath that meet at four legs apiece.,Table,04379243,04379243
85757,bf557411c41d07bbb38821f893bc10f9,round shaped seat with slightly slopped back piece conventional type chair,Chair,03001627,04331277
85758,956752510546d938788e70128ded264a,A black side table with two handles on the top and grey feet pieces.,Table,04379243,04379243
85756,19c0e93cdca6433fb8d33c22fd35264c,A retro oval black coffee table with a smaller oval attached slightly higher than the base.,Table,04379243,03063968
85755,9d5ffd7cc6f9084abd790f9b668aa24f,a white square table with glass top and silver legs with design,Table,04379243,04379243
85754,75369f55718d5adba0bb10bfbc5d4718,A brown wooden chair with a concave back and a spindle of five pieces and four ornamented legs.,Chair,03001627,04331277
85753,afda402f59a7737ad11ab08e7440,"Rectangular brown block, with a medium sized gap on the shorter sides of the base.",Table,04379243,03063968
85752,64d535abf6fe5ec46874ce99dea28d5,three pieces back with slightly curved modest chair.four  frame like legs,Chair,03001627,02738535
85751,1ac080a115a94477c9fc9da372dd139a,a creme color rectangular metallic chair with four black legs,Table,04379243,04603729
85750,2a0f4fe08cec3d25680876614ed35a7f,Grey chair with three slots on the backrest.,Chair,03001627,04331277
85749,697e5edceaffe68e738e43095496b061,Long grey table with four legs and a brace piece connecting to each leg.,Table,04379243,04379243
85748,9324b077e28980f3e3dec121245a30,a vintage grey wooden chair with straight back,Chair,03001627,04099969
85747,575ac593154b95b6dae7645f889ddcf0,a rectangular brown color wooden table with four grey legs,Table,04379243,03063968
85746,7f647aa4750640fdaf192dd05d69c7a2,a white wooden sofa chair with straight back and small arm rest,Chair,03001627,03001627
85745,8aac86cf8c72a375dcc7ddfa72357b1,a rectangular black metallic table with six legs,Table,04379243,04379243
85744,56597cf3ace4916743ac09133d4c1d60,Round wooden table with a base situated in the center underneath that has 4 fins for support.,Table,04379243,20000039
85743,f23ecf3348299cf743e99e0cae970928,"Wooden chair with a striped pattern and a tall, straight back with a curved top.",Chair,03001627,03001627
85742,8e5c3b7366f2f017b4e3935c6cee4b35,a rectangular light brown wooden table cum cabinet with drawers,Table,04379243,03179701
85741,7788afe9baeb2410e8e9bfe58361d5c,"Red cloth chair with 4 skinny legs, a large square seat cushion and a thin, curved backrest.",Chair,03001627,03001627
85740,45f9f54b9e7cf6897886c5f50906be82,Gray plastic chair with a slightly angled back and two flat armrests.,Chair,03001627,02738535
85739,4c8cb8be444fd405bed1bd9593e318c,Grey and square shaped chair. There are petal shaped arm rests and a curved backrest.,Chair,03001627,20000027
85738,52cb81e736aa856cbea68008b6e5c5b7,a low heighten brown wooden table with designed legs,Table,04379243,04379243
85737,f078a5940280c0a22c6c98851414a9d8,low brown wooden table that has 11 vertical slats to form the top along with 6 legs on the bottom.,Table,04379243,20000037
85736,640f61579181aef13ad3591a780fa12b,an old style grey wooden chair wit curved back,Chair,03001627,04331277
85735,a2441f03fed7c13def31f91fe6afc8fa,"Brown, wooden chair with a tan colored seat cushion.",Chair,03001627,03001627
85733,bcceb065b8c433b99a87002a4eeaf610,Oval shaped brown tub with a metal legs on the bottom and a spout in the center of one side.,Table,04379243,20000040
85734,ce33bf3ec6438e5bef662d1962a11f02,a white metallic chair with stand legs and wheels,Chair,03001627,04373704
85732,119819c15bec2e1e299457639cc3cfe3,wood color rectangle shape wooden material old model,Table,04379243,20000037
85731,9cabf21d12d271c5d295b24579cf55b8,a stylish grey metallic chair with inclined back,Chair,03001627,02738535
85730,791987a0e943f009b5872b4cd3f92676,ash color rectangle shape wooden material old model,Table,04379243,04379243
85729,752102fb466042576a63d6c64bf6b56,red with ash color square shape fiber material new model,Chair,03001627,20000020
85728,d0894aed032460fafebad4f49b26ec52,a brown and white cushioned sofa chair with back cushions,Chair,03001627,02738535
